Genus_&_Specie,Time,Location,Zone,Current_Country,Habitat,Cranial_Capacity,Height,Incisor_Size,Jaw_Shape,Torus_Supraorbital,Prognathism,Foramen_Mágnum_Position,Canine Size,Canines_Shape,Tooth_Enamel,Tecno,Tecno_type,biped,Arms,Foots,Diet,Sexual_Dimorphism,Hip,Vertical_Front,Anatomy,Migrated,Skeleton
Australopithecus Anamensis,3.92193289,Africa,oriental,Kenya,forest-gallery,413.6284,123.55536,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Paranthropus Aethiopicus,2.34535578,Africa,oriental,Kenya,forest-savanna,440.19331,108.46473,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Australopithecus Africanus,4.00670726,Africa,south,South Africa,forest-gallery,516.22076,105.33484,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
"Homo Neanderthalensis
",0.04164279,Europa,central,Germany,cold forest,1139.86489,160.2986,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Australopithecus Anamensis,4.08465687,Africa,oriental,Kenya,forest-gallery,448.62573,121.92283,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
hominino Ardipithecus ramidus / kabadda,4.29154532,Africa,oriental,Ethiopia,mixed,443.06941,107.75965,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
Australopithecus Bahrelghazali,3.96965943,Africa,central,Republic of Chad,mixed,293.86297,118.59098,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
hominino Orrorin tugenencin,6.10744177,Africa,oriental,Kenya,forest,138.81731,111.29796,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Paranthropus Aethiopicus,2.92725448,Africa,oriental,Kenya,forest-savanna,578.03556,119.54007,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Rodhesiensis,1.27462471,Africa,oriental,Ethiopia,savannah,1000.74418,143.59483,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
Homo Habilis,2.93212452,Africa,oriental,Ethiopia,savannah,879.6721,134.44234,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Australopithecus Africanus,4.10908093,Africa,south,South Africa,forest-gallery,439.15965,100.10669,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Paranthropus Aethiopicus,2.7906658,Africa,oriental,Kenya,forest-savanna,583.72496,107.18262,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Boisei,2.08978292,Africa,oriental,Ethiopia,forest,626.4459,107.26713,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
"Homo Neanderthalensis
",0.18931327,Europa,central,Germany,cold forest,1083.31767,162.0951,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Paranthropus Boisei,2.03732076,Africa,oriental,Ethiopia,forest,430.30702,106.84433,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Habilis,2.22904216,Africa,oriental,Ethiopia,savannah,864.15141,135.56759,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
Paranthropus Aethiopicus,3.28466329,Africa,oriental,Kenya,forest-savanna,467.33309,110.57224,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Boisei,2.94216485,Africa,oriental,Ethiopia,forest,546.75991,115.87809,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Aethiopicus,2.34817012,Africa,oriental,Kenya,forest-savanna,524.67237,118.31812,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Paranthropus Aethiopicus,2.93517781,Africa,oriental,Kenya,forest-savanna,597.45943,116.80614,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Sapiens,0.94568375,Africa,oriental,Kenya,savannah,1299.60097,168.74466,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Homo Antecesor,0.97302173,Europa,west,Spain,savannah,1113.50947,178.76775,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Rudolfensis,2.56862172,Africa,oriental,Kenya,savannah,643.88943,120.31222,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Floresiensis,0.55776575,Asia ,oriental,Indonesia,peninsular,330.24726,95.38791,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
hominino Sahelanthropus tchadensis,6.85465202,Africa,central,Republic of Chad,mixed,71.81075,98.33468,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Heidelbergensis,0.23192826,Europa,central,Germany,cold forest,1210.95099,169.81901,small,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 2,modern,manipulate,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
hominino Orrorin tugenencin,5.87975577,Africa,oriental,Kenya,forest,11.59862,124.82826,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Floresiensis,0.1782753,Asia ,oriental,Indonesia,peninsular,286.49396,95.77995,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
hominino Orrorin tugenencin,6.21783612,Africa,oriental,Kenya,forest,297.10117,117.171,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Anamensis,4.05993231,Africa,oriental,Kenya,forest-gallery,464.45598,126.77248,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Homo Antecesor,0.97266371,Europa,west,Spain,savannah,920.80788,170.12508,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Australopithecus Africanus,4.15594565,Africa,south,South Africa,forest-gallery,658.3464,103.03625,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Bahrelghazali,3.27232835,Africa,central,Republic of Chad,mixed,368.74859,111.66274,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
Homo Rudolfensis,2.89150547,Africa,oriental,Kenya,savannah,611.54986,121.96725,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Australopithecus Anamensis,4.06914828,Africa,oriental,Kenya,forest-gallery,449.87198,119.23169,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,no,mixed,no,light
Homo Rudolfensis,2.30264597,Africa,oriental,Kenya,savannah,658.23792,125.39808,small,U shape,less protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,walk,hard fruits,high,slim,no,mixed,no,refined
Homo Georgicus,2.32460086,Asia ,west,Georgia,savannah,814.46923,153.99975,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
"Homo Neanderthalensis
",0.06390831,Europa,central,Germany,cold forest,1006.22995,163.2979,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
hominino Orrorin tugenencin,6.56783872,Africa,oriental,Kenya,forest,76.5562,123.37529,small,conical,very protruding,high,posterior,big,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Paranthropus Robustus,1.87357614,Africa,south,South Africa,jungle,365.163,115.38872,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
hominino Ardipithecus ramidus / kabadda,3.82351364,Africa,oriental,Ethiopia,mixed,426.37089,103.3704,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
hominino Ardipithecus ramidus / kabadda,4.20439825,Africa,oriental,Ethiopia,mixed,311.59446,112.2587,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
Homo Sapiens,0.73852816,Africa,oriental,Kenya,savannah,1077.02567,168.08932,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Homo Georgicus,2.47212646,Asia ,west,Georgia,savannah,696.86681,148.7692,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Erectus,1.5396083,Asia ,west,Indonesia,savannah,1092.22287,158.22042,very small,modern,little protruding,reduced,modern,small,incisiform,thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
Homo Rodhesiensis,1.11208125,Africa,oriental,Ethiopia,savannah,1002.61617,142.03824,big,U shape,less protruding,medium-high,modern,big,incisiform,medium-thick,yes,mode 2,modern,manipulate with precision,walk,omnivore,medium-high,slim,yes,mixed,no,robust
hominino Ardipithecus ramidus / kabadda,4.42834701,Africa,oriental,Ethiopia,mixed,313.88932,116.71798,small,conical,very protruding,high,semi-anterior,small,conicalls,thick-medium,no,no,high probability,climbing,climbing,soft fruits,medium-high,wide,no,old,no,light
Homo Georgicus,2.00437507,Asia ,west,Georgia,savannah,697.02647,151.07805,medium large,U shape,very protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,modern,yes,robust
hominino Sahelanthropus tchadensis,7.494864,Africa,central,Republic of Chad,mixed,268.11035,99.10173,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Homo Sapiens,0.5703226,Africa,oriental,Kenya,savannah,1355.23687,162.38095,very small,modern,flat,absent,modern,small,incisiform,very thin,yes,mode 4,modern,manipulate with precision,walk,carnivorous,reduced,very modern,modern,very modern,yes,refined
Paranthropus Robustus,1.82414993,Africa,south,South Africa,jungle,526.43918,114.35316,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
Homo Antecesor,1.45590239,Europa,west,Spain,savannah,921.1392,173.71013,medium large,U shape,little protruding,medium,modern,big,incisiform,medium-thick,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,modern,mixed,yes,light
Homo Floresiensis,0.90028655,Asia ,oriental,Indonesia,peninsular,424.88751,99.64248,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Afarensis,4.58923737,Africa,oriental,Kenya,mixed,226.47736,127.53249,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Australopithecus Sediba,2.04354198,Africa,south,South Africa,mixed,413.23338,104.75112,small,U shape,very protruding,medium-high,anterior,small,conicalls,medium-thin,no,no,yes,climbing,walk,soft fruits,high,slim,no,old,no,light
Homo Floresiensis,0.26929735,Asia ,oriental,Indonesia,peninsular,343.90064,93.39497,small,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,yes,mode 1,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Afarensis,4.01589531,Africa,oriental,Kenya,mixed,236.69515,131.86812,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Paranthropus Boisei,2.47879525,Africa,oriental,Ethiopia,forest,380.32436,102.32397,megadony,V shape,ultra protruding,very high,semi-anterior,big,conicalls,very thick,no,no,yes,climbing,climbing,hard fruits,high,wide,no,old,no,robust
"Homo Neanderthalensis
",0.92537761,Europa,central,Germany,cold forest,1223.62809,156.06622,big,modern,little protruding,reduced,modern,small,incisiform,thin,yes,mode 3,modern,manipulate with precision,walk,carnivorous,medium-high,very modern,modern,very modern,no,robust
Homo Naledi,0.65561017,Africa,south,South Africa,jungle,438.82453,134.59836,big,U shape,little protruding,medium-high,modern,small,incisiform,medium-thin,no,no,modern,climbing,walk,omnivore,medium-high,wide,no,mixed,no,light
Australopithecus Afarensis,4.49640644,Africa,oriental,Kenya,mixed,200.67265,120.82051,big,U shape,very protruding,high,anterior,big,incisiform,thick,no,no,yes,climbing,walk,dry fruits,high,slim,no,old,no,refined
Homo Habilis,2.29772757,Africa,oriental,Ethiopia,savannah,817.59515,135.01538,small,U shape,little protruding,medium,anterior,small,incisiform,medium-thin,yes,mode 1,modern,manipulate,walk,omnivore,medium-high,modern,yes,modern,yes,robust
hominino Sahelanthropus tchadensis,6.87005724,Africa,central,Republic of Chad,mixed,295.45426,98.15501,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
Australopithecus Africanus,3.47800416,Africa,south,South Africa,forest-gallery,663.19293,112.48588,small,conical,very protruding,medium-high,anterior,small,incisiform,thick,no,no,yes,climbing,climbing,dry fruits,high,wide,yes,old,no,light
Australopithecus Bahrelghazali,3.38611811,Africa,central,Republic of Chad,mixed,415.34337,116.91999,small,U shape,very protruding,medium-high,anterior,big,conicalls,thick,no,no,yes,climbing,climbing,dry fruits,high,slim,no,old,no,light
hominino Sahelanthropus tchadensis,7.61371697,Africa,central,Republic of Chad,mixed,244.66585,91.49022,small,conical,very protruding,high,posterior,small,conicalls,thick,no,no,low probability,climbing,climbing,dry fruits,high,wide,no,old,no,light
